test_id,input0_df,input1_df,output_df,math_fidelity,output_t,output_mb_r,output_mb_c,output_ub_r,output_ub_c,mblock_k,ublock_kt,nz_strips,nz_ublocks,nz_tiles,runtime
247,Bfp2,Bfp8,Bfp8,LoFi,3,4,1,4,2,7,4,4,11,55,9353
248,Bfp2,Float16,Float16,HiFi2,2,7,1,4,2,16,2,3,9,47,11922
249,Bfp2,Float16,Float16,HiFi2,1,7,1,4,2,16,2,2,7,39,7775
250,Bfp2,Float16,Float16,HiFi2,2,7,1,4,2,16,2,3,19,87,13714
251,Bfp2,Float16,Float16,HiFi2,2,7,1,4,2,16,2,5,27,119,21919
252,Bfp2,Float16,Float16,HiFi2,2,7,1,4,2,16,2,5,13,63,16145
253,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,2,16,2,5,13,63,14642
254,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,2,16,2,5,27,119,19105
255,Bfp2,Float16,Float16,HiFi2,2,4,1,4,2,16,2,5,13,63,11836
256,Bfp2,Bfp8,Bfp8,LoFi,2,4,1,4,2,16,2,5,13,63,10195
257,Bfp2,Float16,Float16,HiFi2,2,4,1,4,2,16,4,5,13,143,17580
258,Bfp2,Bfp8,Bfp8,LoFi,2,4,1,4,2,16,4,5,13,143,14688
259,Bfp2,Bfp8,Bfp8,LoFi,2,4,1,4,2,16,4,5,13,63,10324
260,Bfp2,Bfp8,Bfp8,LoFi,1,4,1,4,2,16,4,2,7,39,4989
261,Bfp2,Bfp8,Bfp8,LoFi,1,4,1,4,2,16,4,4,11,55,9112
262,Bfp2,Bfp8,Bfp8,LoFi,1,4,1,4,2,16,2,2,7,39,4961
263,Bfp2,Bfp8,Bfp8,LoFi,1,4,1,4,2,16,2,4,11,55,9116
264,Bfp2,Bfp8,Bfp8,LoFi,2,4,1,4,2,16,2,3,9,47,7251
265,Bfp2,Bfp8,Bfp8,LoFi,2,4,1,4,2,16,4,3,9,47,7297
266,Bfp2,Bfp8,Bfp8,LoFi,1,4,1,4,2,16,4,2,7,83,7598
267,Bfp2,Bfp8,Bfp8,LoFi,2,4,1,4,2,16,4,3,9,103,9409
268,Bfp2,Bfp8,Bfp8,LoFi,1,4,1,4,2,16,4,4,11,123,13151
269,Bfp2,Float16,Float16,HiFi2,2,4,1,4,2,16,4,5,13,63,11991
270,Bfp2,Float16,Float16,HiFi2,3,7,4,2,1,7,4,6,31,135,59705
271,Bfp2,Float16,Float16,HiFi2,2,7,4,2,1,7,4,5,27,119,53071
272,Bfp2,Float16,Float16,HiFi2,3,7,4,2,1,2,4,4,23,103,45157
273,Bfp2,Float16,Float16,HiFi2,3,7,4,2,1,7,4,6,15,71,50945
274,Bfp2,Bfp8,Bfp8,LoFi,2,7,4,4,1,7,4,5,27,283,95996
275,Bfp2,Float16,Float16,HiFi2,2,7,1,4,1,7,4,5,27,283,25000
276,Bfp2,Float16,Float16,HiFi2,3,7,1,2,1,7,4,6,31,135,16389
277,Bfp2,Float16,Float16,HiFi2,3,7,1,2,1,7,4,6,15,71,13927
278,Bfp2,Float16,Float16,HiFi2,2,7,4,2,1,7,4,5,13,63,41456
279,Bfp2,Bfp8,Bfp8,LoFi,3,7,4,2,1,7,4,6,15,71,50736
280,Bfp2,Bfp8,Bfp8,LoFi,2,7,4,4,1,7,4,5,13,143,63251
281,Bfp2,Bfp8,Bfp8,LoFi,2,7,4,4,1,7,4,5,27,119,58613
282,Bfp2,Float16,Float16,HiFi2,2,7,1,4,2,7,4,5,27,283,33602
283,Bfp2,Float16,Float16,HiFi2,2,7,1,4,2,16,4,5,13,143,21556
284,Bfp2,Float16,Float16,HiFi2,2,7,1,4,2,16,4,5,13,63,16269
285,Bfp2,Float16,Float16,HiFi2,2,7,1,4,2,7,4,5,13,143,21684
286,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,1,7,4,5,27,283,25803
287,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,1,16,4,5,27,283,25750
288,Bfp2,Float16,Float16,HiFi2,3,4,1,2,2,16,4,6,15,71,11368
289,Bfp2,Float16,Float16,HiFi2,3,4,1,2,2,7,4,6,15,71,11506
290,Bfp2,Bfp8,Bfp8,LoFi,3,7,4,2,1,16,4,6,15,71,50778
292,Bfp2,Bfp8,Bfp8,LoFi,2,7,4,4,1,16,2,5,13,63,45297
293,Bfp2,Bfp8,Bfp8,LoFi,3,7,4,2,2,7,4,6,15,71,56693
294,Bfp2,Bfp8,Bfp8,LoFi,2,4,4,4,2,16,2,5,13,63,36762
295,Bfp2,Bfp8,Bfp8,LoFi,2,4,1,4,1,16,2,5,13,63,8804
296,Bfp2,Float16,Float16,HiFi2,2,7,1,4,2,7,2,5,13,63,16288
297,Bfp2,Float16,Float16,HiFi2,2,7,1,4,2,7,2,5,27,119,21806
298,Bfp2,Bfp8,Bfp8,LoFi,3,4,1,2,1,16,4,6,15,71,9677
299,Bfp2,Bfp8,Bfp8,LoFi,2,4,1,4,1,16,4,5,13,143,13734
300,Bfp2,Bfp8,Bfp8,LoFi,2,4,1,4,1,16,4,5,13,63,8908
301,Bfp2,Bfp8,Bfp8,LoFi,2,4,4,4,1,16,4,5,13,143,48377
302,Bfp2,Float16,Float16,HiFi2,3,7,1,2,2,7,4,6,31,135,20144
303,Bfp2,Bfp8,Bfp8,LoFi,1,7,4,4,2,2,2,2,7,39,24358
304,Bfp2,Bfp8,Bfp8,LoFi,2,7,4,4,1,16,2,5,27,119,58667
305,Bfp2,Float16,Float16,HiFi2,2,7,4,4,1,7,2,5,13,63,45245
306,Bfp2,Float16,Float16,HiFi2,3,4,1,2,1,7,4,6,15,71,9808
307,Bfp2,Bfp8,Bfp8,LoFi,3,4,1,2,2,7,4,6,15,71,10698
308,Bfp2,Bfp8,Bfp8,LoFi,3,4,1,2,1,7,4,6,15,71,9688
309,Bfp2,Bfp8,Bfp8,LoFi,3,4,1,2,2,16,4,6,15,71,10677
310,Bfp2,Float16,Float16,HiFi2,2,7,4,4,1,16,2,5,13,63,45342
311,Bfp2,Bfp8,Bfp8,LoFi,3,7,4,2,1,16,4,6,31,135,59645
312,Bfp2,Bfp8,Bfp8,LoFi,2,4,1,4,2,7,2,5,13,63,10241
313,Bfp2,Bfp8,Bfp8,LoFi,2,4,1,4,1,7,2,5,13,63,8833
315,Bfp2,Bfp8,Bfp8,LoFi,1,7,4,4,2,7,2,4,23,103,60909
316,Bfp2,Bfp8,Bfp8,LoFi,3,7,4,2,2,7,4,6,31,135,67264
317,Bfp2,Bfp8,Bfp8,LoFi,3,7,4,2,1,7,4,6,31,135,59726
318,Bfp2,Bfp8,Bfp8,LoFi,3,7,1,2,2,7,4,6,31,135,18333
319,Bfp2,Bfp8,Bfp8,LoFi,3,7,1,2,2,16,4,6,31,135,18339
320,Bfp2,Bfp8,Bfp8,LoFi,3,7,1,2,2,16,4,6,15,71,15459
321,Bfp2,Float16,Float16,HiFi2,1,4,1,4,1,2,2,2,7,39,4577
322,Bfp2,Float16,Float16,HiFi2,1,4,4,4,2,2,2,2,7,39,21535
323,Bfp2,Bfp8,Bfp8,LoFi,3,7,1,2,1,7,4,6,31,135,16348
324,Bfp2,Float16,Float16,HiFi2,1,4,4,4,1,2,2,2,7,39,16016
325,Bfp2,Float16,Float16,HiFi2,1,4,4,4,1,7,2,2,7,39,15739
326,Bfp2,Float16,Float16,HiFi2,1,7,4,4,1,7,2,4,23,103,51759
327,Bfp2,Float16,Float16,HiFi2,1,7,4,4,1,7,4,4,23,103,51845
328,Bfp2,Float16,Float16,HiFi2,1,7,4,4,1,7,4,4,23,243,84232
329,Bfp2,Float16,Float16,HiFi2,1,7,1,4,2,7,4,4,23,243,29116
330,Bfp2,Bfp8,Bfp8,LoFi,2,7,1,4,2,7,2,5,27,119,19205
331,Bfp2,Bfp8,Bfp8,LoFi,3,7,1,2,1,16,4,6,31,135,16390
332,Bfp2,Float16,Float16,HiFi2,2,7,4,4,1,16,2,5,27,119,58514
333,Bfp2,Float16,Float16,HiFi2,1,4,4,4,1,16,2,2,7,39,15720
334,Bfp2,Float16,Float16,HiFi2,1,4,4,4,1,16,2,4,11,55,28738
335,Bfp2,Bfp8,Bfp8,LoFi,3,4,4,2,1,16,4,6,15,71,32717
336,Bfp2,Bfp8,Bfp8,LoFi,1,4,4,2,2,2,4,2,7,39,16148
337,Bfp2,Float16,Float16,HiFi2,1,7,1,4,2,16,2,4,23,103,18569
338,Bfp2,Float16,Float16,HiFi2,1,7,1,4,1,16,2,4,23,103,14256
339,Bfp2,Float16,Float16,HiFi2,1,7,4,4,1,16,2,4,23,103,51843
340,Bfp2,Bfp8,Bfp8,LoFi,3,4,4,2,2,2,4,4,11,55,28559
341,Bfp2,Bfp8,Bfp8,LoFi,2,4,4,2,2,2,4,3,9,47,21153
342,Bfp2,Bfp8,Bfp8,LoFi,1,4,4,2,2,7,4,4,11,55,28869
343,Bfp2,Bfp8,Bfp8,LoFi,1,4,4,2,2,7,4,2,7,39,15923
344,Bfp2,Bfp8,Bfp8,LoFi,2,4,4,2,2,7,4,3,9,47,21154
345,Bfp2,Bfp8,Bfp8,LoFi,3,4,4,2,2,7,4,4,11,55,27284
346,Bfp2,Bfp8,Bfp8,LoFi,3,4,4,2,2,7,4,6,15,71,36751
347,Bfp2,Bfp8,Bfp8,LoFi,2,4,4,2,2,7,4,5,13,63,31175
348,Bfp2,Bfp8,Bfp8,LoFi,1,4,4,4,2,2,4,2,7,83,28154
349,Bfp2,Bfp8,Bfp8,LoFi,1,4,4,4,2,7,4,2,7,83,28054
350,Bfp2,Bfp8,Bfp8,LoFi,1,4,4,4,2,2,4,2,7,39,17410
351,Bfp2,Bfp8,Bfp8,LoFi,1,4,4,4,2,7,4,2,7,39,17287
352,Bfp2,Bfp8,Bfp8,LoFi,1,4,4,4,2,7,4,4,11,123,49355
353,Bfp2,Bfp8,Bfp8,LoFi,1,4,4,4,2,7,4,4,11,55,33245
354,Bfp2,Bfp8,Bfp8,LoFi,2,4,4,4,2,7,4,5,13,143,53091
355,Bfp2,Bfp8,Bfp8,LoFi,2,4,4,4,2,2,4,3,9,103,34732
356,Bfp2,Bfp8,Bfp8,LoFi,2,4,4,4,2,2,4,3,9,47,25820
357,Bfp2,Bfp8,Bfp8,LoFi,2,4,4,4,2,7,4,3,9,103,34518
358,Bfp2,Bfp8,Bfp8,LoFi,2,4,4,4,2,7,4,3,9,47,25928
359,Bfp2,Bfp8,Bfp8,LoFi,2,4,4,4,2,7,4,5,13,63,36986
360,Bfp2,Bfp8,Bfp8,LoFi,1,4,4,4,1,16,4,4,11,123,43586
361,Bfp2,Bfp8,Bfp8,LoFi,1,4,4,4,1,7,4,4,11,123,43587
362,Bfp2,Bfp8,Bfp8,LoFi,1,4,4,4,1,16,4,4,11,55,28142
363,Bfp2,Bfp8,Bfp8,LoFi,1,4,4,4,1,16,4,2,7,83,25421
364,Bfp2,Bfp8,Bfp8,LoFi,1,4,4,4,1,2,4,2,7,83,25302
365,Bfp2,Bfp8,Bfp8,LoFi,1,4,4,4,1,16,4,2,7,39,15421
366,Bfp2,Bfp8,Bfp8,LoFi,1,4,4,4,1,2,4,2,7,39,15534
367,Bfp2,Bfp8,Bfp8,LoFi,1,4,4,4,1,7,4,2,7,83,25421
368,Bfp2,Bfp8,Bfp8,LoFi,1,4,4,4,1,7,4,4,11,55,28093
369,Bfp2,Bfp8,Bfp8,LoFi,1,4,4,4,1,7,4,2,7,39,15402
370,Bfp2,Bfp8,Bfp8,LoFi,1,4,4,2,1,16,4,4,11,55,25895
371,Bfp2,Bfp8,Bfp8,LoFi,1,4,4,2,1,2,4,2,7,39,14669
372,Bfp2,Bfp8,Bfp8,LoFi,1,4,4,2,1,16,4,2,7,39,14499
373,Bfp2,Bfp8,Bfp8,LoFi,1,4,4,2,1,7,4,2,7,39,14529
374,Bfp2,Bfp8,Bfp8,LoFi,1,4,4,2,1,7,4,4,11,55,25839
375,Bfp2,Bfp8,Bfp8,LoFi,2,4,4,2,1,16,4,5,13,63,28119
376,Bfp2,Bfp8,Bfp8,LoFi,2,4,4,2,1,16,4,3,9,47,18789
377,Bfp2,Bfp8,Bfp8,LoFi,3,4,4,2,1,16,4,4,11,55,24430
378,Bfp2,Bfp8,Bfp8,LoFi,2,4,4,2,1,2,4,3,9,47,18808
379,Bfp2,Bfp8,Bfp8,LoFi,3,4,4,2,1,2,4,4,11,55,25350
380,Bfp2,Bfp8,Bfp8,LoFi,2,4,4,4,1,2,4,3,9,103,31879
381,Bfp2,Bfp8,Bfp8,LoFi,2,4,4,4,1,16,4,5,13,63,30856
382,Bfp2,Bfp8,Bfp8,LoFi,2,4,4,4,1,16,4,3,9,103,31481
383,Bfp2,Bfp8,Bfp8,LoFi,2,4,4,4,1,16,4,3,9,47,21018
384,Bfp2,Bfp8,Bfp8,LoFi,2,4,4,4,1,2,4,3,9,47,21076
385,Bfp2,Bfp8,Bfp8,LoFi,3,4,4,2,1,7,4,6,15,71,32718
386,Bfp2,Bfp8,Bfp8,LoFi,2,4,4,2,1,7,4,5,13,63,28165
387,Bfp2,Bfp8,Bfp8,LoFi,2,4,4,4,1,7,4,5,13,63,30837
388,Bfp2,Bfp8,Bfp8,LoFi,2,4,4,4,1,7,4,5,13,143,48394
389,Bfp2,Bfp8,Bfp8,LoFi,2,4,4,4,1,7,4,3,9,103,31483
390,Bfp2,Bfp8,Bfp8,LoFi,3,4,4,2,1,7,4,4,11,55,24481
391,Bfp2,Bfp8,Bfp8,LoFi,2,4,4,2,1,7,4,3,9,47,18766
392,Bfp2,Bfp8,Bfp8,LoFi,2,4,4,4,1,7,4,3,9,47,21004
393,Bfp2,Bfp8,Bfp8,LoFi,2,4,1,4,2,2,4,3,9,103,9474
394,Bfp2,Bfp8,Bfp8,LoFi,2,4,1,4,2,2,4,3,9,47,7296
395,Bfp2,Bfp8,Bfp8,LoFi,1,4,1,4,2,2,4,2,7,83,7731
396,Bfp2,Bfp8,Bfp8,LoFi,1,4,1,4,2,2,4,2,7,39,5060
397,Bfp2,Bfp8,Bfp8,LoFi,1,4,1,4,2,7,4,4,11,123,13209
398,Bfp2,Bfp8,Bfp8,LoFi,1,4,1,4,2,7,4,2,7,83,7609
399,Bfp2,Bfp8,Bfp8,LoFi,1,4,1,4,2,7,4,4,11,55,9166
400,Bfp2,Bfp8,Bfp8,LoFi,1,4,1,4,2,7,4,2,7,39,4955
401,Bfp2,Bfp8,Bfp8,LoFi,1,4,1,4,1,7,4,2,7,83,7091
402,Bfp2,Bfp8,Bfp8,LoFi,1,4,1,4,1,7,4,2,7,39,4490
403,Bfp2,Bfp8,Bfp8,LoFi,1,4,1,4,1,7,4,4,11,123,12039
404,Bfp2,Bfp8,Bfp8,LoFi,1,4,1,4,1,7,4,4,11,55,8078
405,Bfp2,Bfp8,Bfp8,LoFi,2,4,1,4,2,7,4,5,13,143,14658
406,Bfp2,Bfp8,Bfp8,LoFi,2,4,1,4,2,7,4,3,9,103,9410
407,Bfp2,Bfp8,Bfp8,LoFi,2,4,1,4,1,7,4,5,13,143,13726
408,Bfp2,Bfp8,Bfp8,LoFi,2,4,1,4,1,7,4,3,9,103,8860
409,Bfp2,Bfp8,Bfp8,LoFi,2,4,1,4,2,7,4,3,9,47,7278
410,Bfp2,Bfp8,Bfp8,LoFi,2,4,1,4,2,7,4,5,13,63,10294
411,Bfp2,Bfp8,Bfp8,LoFi,2,4,1,4,1,7,4,3,9,47,5986
412,Bfp2,Bfp8,Bfp8,LoFi,2,4,1,4,1,7,4,5,13,63,8898
413,Bfp2,Bfp8,Bfp8,LoFi,1,4,1,4,1,16,4,2,7,39,4510
414,Bfp2,Bfp8,Bfp8,LoFi,1,4,1,4,1,2,4,2,7,39,4603
415,Bfp2,Bfp8,Bfp8,LoFi,1,4,1,4,1,16,4,4,11,55,8063
416,Bfp2,Bfp8,Bfp8,LoFi,1,4,1,4,1,16,4,4,11,123,12072
417,Bfp2,Bfp8,Bfp8,LoFi,1,4,1,4,1,2,4,2,7,83,7328
418,Bfp2,Bfp8,Bfp8,LoFi,1,4,1,4,1,16,4,2,7,83,7086
419,Bfp2,Bfp8,Bfp8,LoFi,2,4,1,4,1,16,4,3,9,47,5997
420,Bfp2,Bfp8,Bfp8,LoFi,2,4,1,4,1,2,4,3,9,47,5975
421,Bfp2,Bfp8,Bfp8,LoFi,2,4,1,4,1,2,4,3,9,103,8663
422,Bfp2,Bfp8,Bfp8,LoFi,2,4,1,4,1,16,4,3,9,103,8835
423,Bfp2,Bfp8,Bfp8,LoFi,3,4,1,2,2,16,4,4,11,55,7745
424,Bfp2,Bfp8,Bfp8,LoFi,3,4,1,2,2,2,4,4,11,55,8016
425,Bfp2,Bfp8,Bfp8,LoFi,1,4,1,2,2,2,4,2,7,39,4624
426,Bfp2,Bfp8,Bfp8,LoFi,1,4,1,2,2,16,4,2,7,39,4542
427,Bfp2,Bfp8,Bfp8,LoFi,1,4,1,2,2,16,4,4,11,55,8164
428,Bfp2,Bfp8,Bfp8,LoFi,1,4,1,2,1,16,4,4,11,55,7402
429,Bfp2,Bfp8,Bfp8,LoFi,1,4,1,2,1,16,4,2,7,39,4181
430,Bfp2,Bfp8,Bfp8,LoFi,1,4,1,2,1,2,4,2,7,39,4316
431,Bfp2,Bfp8,Bfp8,LoFi,1,4,1,2,2,7,4,4,11,55,8168
432,Bfp2,Bfp8,Bfp8,LoFi,1,4,1,2,1,7,4,4,11,55,7391
433,Bfp2,Bfp8,Bfp8,LoFi,1,4,1,2,2,7,4,2,7,39,4550
434,Bfp2,Bfp8,Bfp8,LoFi,1,4,1,2,1,7,4,2,7,39,4196
435,Bfp2,Bfp8,Bfp8,LoFi,2,4,1,2,2,16,4,5,13,63,8995
436,Bfp2,Bfp8,Bfp8,LoFi,2,4,1,2,2,2,4,3,9,47,6049
437,Bfp2,Bfp8,Bfp8,LoFi,2,4,1,2,2,16,4,3,9,47,6017
438,Bfp2,Bfp8,Bfp8,LoFi,2,4,1,2,1,16,4,5,13,63,8171
439,Bfp2,Bfp8,Bfp8,LoFi,3,4,1,2,1,16,4,4,11,55,6652
440,Bfp2,Bfp8,Bfp8,LoFi,2,4,1,2,1,16,4,3,9,47,5074
441,Bfp2,Bfp8,Bfp8,LoFi,2,4,1,2,2,7,4,5,13,63,8981
442,Bfp2,Bfp8,Bfp8,LoFi,2,4,1,2,2,7,4,3,9,47,6110
443,Bfp2,Bfp8,Bfp8,LoFi,3,4,1,2,2,7,4,4,11,55,7766
444,Bfp2,Bfp8,Bfp8,LoFi,3,4,1,2,1,2,4,4,11,55,6668
445,Bfp2,Bfp8,Bfp8,LoFi,2,4,1,2,1,2,4,3,9,47,5033
446,Bfp2,Bfp8,Bfp8,LoFi,2,4,1,2,1,7,4,5,13,63,8170
447,Bfp2,Bfp8,Bfp8,LoFi,2,4,1,2,1,7,4,3,9,47,5064
448,Bfp2,Bfp8,Bfp8,LoFi,3,4,1,2,1,7,4,4,11,55,6623
449,Bfp2,Bfp8,Bfp8,LoFi,1,4,4,4,2,16,2,4,11,55,33217
450,Bfp2,Bfp8,Bfp8,LoFi,1,4,4,4,2,2,2,2,7,39,17392
451,Bfp2,Bfp8,Bfp8,LoFi,1,4,4,4,2,16,2,2,7,39,17276
452,Bfp2,Bfp8,Bfp8,LoFi,1,4,4,4,1,16,2,4,11,55,28160
453,Bfp2,Bfp8,Bfp8,LoFi,1,4,4,4,1,16,2,2,7,39,15368
454,Bfp2,Bfp8,Bfp8,LoFi,1,4,4,4,1,2,2,2,7,39,15522
455,Bfp2,Bfp8,Bfp8,LoFi,2,4,4,4,1,16,2,5,13,63,30844
456,Bfp2,Bfp8,Bfp8,LoFi,2,4,4,4,1,16,2,3,9,47,21005
457,Bfp2,Bfp8,Bfp8,LoFi,2,4,4,4,2,16,2,3,9,47,25869
458,Bfp2,Bfp8,Bfp8,LoFi,2,4,4,4,1,2,2,3,9,47,21078
459,Bfp2,Bfp8,Bfp8,LoFi,2,4,4,4,2,2,2,3,9,47,25853
460,Bfp2,Bfp8,Bfp8,LoFi,2,4,1,4,1,2,2,3,9,47,5972
461,Bfp2,Bfp8,Bfp8,LoFi,1,4,1,4,1,2,2,2,7,39,4586
462,Bfp2,Bfp8,Bfp8,LoFi,2,4,1,4,2,2,2,3,9,47,7314
463,Bfp2,Bfp8,Bfp8,LoFi,1,4,1,4,2,2,2,2,7,39,5008
464,Bfp2,Bfp8,Bfp8,LoFi,2,4,1,4,1,16,2,3,9,47,5921
465,Bfp2,Bfp8,Bfp8,LoFi,1,4,1,4,1,16,2,2,7,39,4516
466,Bfp2,Bfp8,Bfp8,LoFi,1,4,1,4,1,7,2,2,7,39,4505
467,Bfp2,Bfp8,Bfp8,LoFi,2,4,1,4,1,7,2,3,9,47,5979
468,Bfp2,Bfp8,Bfp8,LoFi,1,4,1,4,1,16,2,4,11,55,8068
469,Bfp2,Bfp8,Bfp8,LoFi,1,4,1,4,1,7,2,4,11,55,8061
470,Bfp2,Bfp8,Bfp8,LoFi,1,4,1,4,2,7,2,4,11,55,9148
471,Bfp2,Bfp8,Bfp8,LoFi,1,4,1,4,2,7,2,2,7,39,4950
472,Bfp2,Bfp8,Bfp8,LoFi,2,4,1,4,2,7,2,3,9,47,7274
473,Bfp2,Bfp8,Bfp8,LoFi,2,4,4,4,2,7,2,5,13,63,37013
474,Bfp2,Bfp8,Bfp8,LoFi,1,4,4,4,2,7,2,4,11,55,33189
475,Bfp2,Bfp8,Bfp8,LoFi,1,4,4,4,2,7,2,2,7,39,17318
476,Bfp2,Bfp8,Bfp8,LoFi,1,4,4,4,1,7,2,4,11,55,28106
477,Bfp2,Bfp8,Bfp8,LoFi,1,4,4,4,1,7,2,2,7,39,15382
478,Bfp2,Bfp8,Bfp8,LoFi,2,4,4,4,2,7,2,3,9,47,25899
479,Bfp2,Bfp8,Bfp8,LoFi,2,4,4,4,1,7,2,3,9,47,20998
480,Bfp2,Bfp8,Bfp8,LoFi,2,4,4,4,1,7,2,5,13,63,30841
481,Bfp2,Float16,Float16,HiFi2,2,4,1,2,2,16,4,5,13,63,9769
482,Bfp2,Float16,Float16,HiFi2,3,4,1,2,1,16,4,6,15,71,9781
483,Bfp2,Float16,Float16,HiFi2,2,4,1,2,1,16,4,5,13,63,8277
484,Bfp2,Float16,Float16,HiFi2,3,4,1,2,1,2,4,4,11,55,6911
485,Bfp2,Float16,Float16,HiFi2,3,4,1,2,1,16,4,4,11,55,6861
486,Bfp2,Float16,Float16,HiFi2,2,4,1,2,1,2,4,3,9,47,5217
487,Bfp2,Float16,Float16,HiFi2,2,4,1,2,1,16,4,3,9,47,5231
488,Bfp2,Float16,Float16,HiFi2,2,4,1,4,1,16,4,3,9,47,6096
489,Bfp2,Float16,Float16,HiFi2,2,4,1,4,1,2,4,3,9,47,6099
490,Bfp2,Float16,Float16,HiFi2,2,4,1,4,1,16,4,5,13,63,8984
491,Bfp2,Float16,Float16,HiFi2,2,4,1,4,1,16,4,5,13,143,13735
492,Bfp2,Float16,Float16,HiFi2,2,4,1,4,1,16,4,3,9,103,8886
493,Bfp2,Float16,Float16,HiFi2,2,4,1,4,1,2,4,3,9,103,8907
494,Bfp2,Float16,Float16,HiFi2,2,4,1,4,1,7,4,5,13,143,13728
495,Bfp2,Float16,Float16,HiFi2,2,4,1,4,1,7,4,5,13,63,9038
496,Bfp2,Float16,Float16,HiFi2,2,4,1,4,1,7,4,3,9,103,8907
497,Bfp2,Float16,Float16,HiFi2,2,4,1,4,1,7,4,3,9,47,6057
498,Bfp2,Float16,Float16,HiFi2,2,4,1,2,1,7,4,5,13,63,8281
499,Bfp2,Float16,Float16,HiFi2,2,4,1,2,1,7,4,3,9,47,5240
500,Bfp2,Float16,Float16,HiFi2,2,4,1,4,1,16,2,5,13,63,9041
501,Bfp2,Float16,Float16,HiFi2,2,4,1,4,1,2,2,3,9,47,6077
502,Bfp2,Float16,Float16,HiFi2,2,4,1,4,1,16,2,3,9,47,6124
503,Bfp2,Float16,Float16,HiFi2,2,4,1,4,1,7,2,5,13,63,9014
504,Bfp2,Float16,Float16,HiFi2,2,4,1,4,1,7,2,3,9,47,6100
505,Bfp2,Float16,Float16,HiFi2,1,4,1,2,1,16,4,4,11,55,7526
